rollno,CourseName,sectioname,AvgTimeSpentInHours
DLPJ0418UI030028,IT Foundation Skills,DLPJP18UIB4_Foundation,13.4
DLPJ0418UI030028,Life Skills,Business Communication - UI Stream,1.1
DLPJ0418UI030028,Online  - Content,DLPJP18UIB4_Internet Web Technologies,16.5
DLPJ0418UI030028,PJP  Webinar,DLPJ0418UI_Webinar,0.1
DLPJ0418UI030028,Testing Concepts.,DLPJP18UIB4_Testing,2.5
DLPJ0418UI030029,IT Foundation Skills,DLPJP18UIB4_Foundation,15.5
DLPJ0418UI030029,Life Skills,Business Communication - UI Stream,2.9
DLPJ0418UI030029,Online  - Content,DLPJP18UIB4_Internet Web Technologies,19.1
DLPJ0418UI030029,PJP  Webinar,DLPJ0418UI_Webinar,0.8
DLPJ0418UI030029,Testing Concepts.,DLPJP18UIB4_Testing,2.1
DLPJ0418UI030030,IT Foundation Skills,DLPJP18UIB4_Foundation,10.9
DLPJ0418UI030030,Life Skills,Business Communication - UI Stream,2.1
DLPJ0418UI030030,Online  - Content,DLPJP18UIB4_Internet Web Technologies,13
DLPJ0418UI030030,PJP  Webinar,DLPJ0418UI_Webinar,0.9
DLPJ0418UI030030,Testing Concepts.,DLPJP18UIB4_Testing,2
DLPJ0418UI030032,IT Foundation Skills,DLPJP18UIB4_Foundation,14.4
DLPJ0418UI030032,Life Skills,Business Communication - UI Stream,1.7
DLPJ0418UI030032,Online  - Content,DLPJP18UIB4_Internet Web Technologies,16.8
DLPJ0418UI030032,Testing Concepts.,DLPJP18UIB4_Testing,1.1
DLPJ0418UI030033,IT Foundation Skills,DLPJP18UIB4_Foundation,6.2
DLPJ0418UI030033,Life Skills,Business Communication - UI Stream,1.7
DLPJ0418UI030033,Online  - Content,DLPJP18UIB4_Internet Web Technologies,6.5
DLPJ0418UI030033,PJP  Webinar,DLPJ0418UI_Webinar,0.3
DLPJ0418UI030033,Testing Concepts.,DLPJP18UIB4_Testing,0.9
DLPJ0418UI030034,IT Foundation Skills,DLPJP18UIB4_Foundation,13.2
DLPJ0418UI030034,Life Skills,Business Communication - UI Stream,1.2
DLPJ0418UI030034,Online  - Content,DLPJP18UIB4_Internet Web Technologies,18.8
DLPJ0418UI030034,PJP  Webinar,DLPJ0418UI_Webinar,0.1
DLPJ0418UI030034,Testing Concepts.,DLPJP18UIB4_Testing,2.2
DLPJ0418UI030035,IT Foundation Skills,DLPJP18UIB4_Foundation,21.5
DLPJ0418UI030035,Life Skills,Business Communication - UI Stream,1.9
DLPJ0418UI030035,Online  - Content,DLPJP18UIB4_Internet Web Technologies,23.2
DLPJ0418UI030035,PJP  Webinar,DLPJ0418UI_Webinar,0.3
DLPJ0418UI030035,Testing Concepts.,DLPJP18UIB4_Testing,2.5
DLPJ0418UI030036,IT Foundation Skills,DLPJP18UIB4_Foundation,20.2
DLPJ0418UI030036,Life Skills,Business Communication - UI Stream,2.9
DLPJ0418UI030036,Online  - Content,DLPJP18UIB4_Internet Web Technologies,25
DLPJ0418UI030036,Testing Concepts.,DLPJP18UIB4_Testing,3.5
DLPJ0418UI030037,Life Skills,Business Communication - UI Stream,1
DLPJ0418UI030038,IT Foundation Skills,DLPJP18UIB4_Foundation,25.1
DLPJ0418UI030038,Life Skills,Business Communication - UI Stream,1.2
DLPJ0418UI030038,Online  - Content,DLPJP18UIB4_Internet Web Technologies,19.3
DLPJ0418UI030038,PJP  Webinar,DLPJ0418UI_Webinar,0
DLPJ0418UI030038,Testing Concepts.,DLPJP18UIB4_Testing,1.8
DLPJ0418UI030039,IT Foundation Skills,DLPJP18UIB4_Foundation,22.4
DLPJ0418UI030039,Life Skills,Business Communication - UI Stream,1
DLPJ0418UI030039,Online  - Content,DLPJP18UIB4_Internet Web Technologies,30.6
DLPJ0418UI030039,PJP  Webinar,DLPJ0418UI_Webinar,0.1
DLPJ0418UI030039,Testing Concepts.,DLPJP18UIB4_Testing,4.5
